sample_id,contract_id,stratum,physical_loc,original_label,direct_label,direct_reason,direct_evidence_lines,direct_evidence_text,direct_status,fixed_rule_candidates,fixed_rule_label,fixed_rule_reason,fixed_rule_evidence_lines,fixed_rule_evidence_text,fixed_rule_status,llm_keywords,llm_keyword_candidates,llm_keyword_label,llm_keyword_reason,llm_keyword_evidence_lines,llm_keyword_evidence_text,llm_keyword_status,direct_reported_evidence_text,direct_verified_evidence_status,fixed_rule_reported_evidence_text,fixed_rule_verified_evidence_status,llm_keyword_reported_evidence_text,llm_keyword_verified_evidence_status
re-case-25,8435,100-300,259,0,0,合约中所有外部可调用函数（如 transfer、transferFrom）均通过内部状态更新逻辑执行，且未涉及任何外部回调或 re-enterable 的交互。balanceOf 和 totalSupply 为 view 函数，无副作用；approve 仅修改 allowance 映射并返回 true，不触发外部调用。execute 虽可被授权用户调用，但仅操作布尔标志位 _user_，不涉及资金转移或状态变更的可重入风险点。因此不存在 reentrancy 漏洞。,[],[],success,"[13, 21, 30, 35, 43, 51, 77, 95, 112, 122, 123, 146, 170, 183, 204, 205, 206, 207, 217, 218, 219, 220, 247, 249]",0,代码中所有涉及状态更新（如_balances读写）的函数均不直接调用外部合约，且未检测到在状态变更前进行的外部交互。transfer 和 transferFrom 等函数的逻辑顺序为：检查余额/权限 -> 内部转移逻辑 (update state) -> emit event，不存在 reentrancy 漏洞模式。,[],[],success,"[""_balances"", ""msg.sender""]","[70, 82, 95, 112, 113, 114, 123, 138, 144, 146, 204, 206, 207, 213, 215, 216, 217, 219, 220, 221, 222]",1,transfer()函数在调用_send()之前未更新_balances[msg.sender]，且_send()内部也未先扣除余额。这导致外部攻击者可在状态变更前多次重入_execute或_transfer逻辑（若存在其他入口），造成余额不一致。,"[143, 148]","[""    function transfer(address recipient, uint256 amount) public virtual override returns (bool) {"", ""        _send(recipient, amount);""]",success,[],empty,[],empty,"[""    function transfer(address recipient, uint256 amount) public virtual override returns (bool) {"", ""_send(recipient, amount);""]",verified
re-case-26,14686,100-300,299,0,1,transferFrom函数中，先读取了balances[from]和allowed[from][msg.sender]的状态（第86-90行），随后才执行状态更新操作。由于该函数是外部可访问的且未使用ReentrancyGuard等保护机制，攻击者可在余额扣除前重新进入合约修改状态。,"[85, 86]","[""  constructor() public {"", ""    owner = msg.sender;""]",success,"[20, 26, 30, 38, 54, 71, 76, 127, 145, 157, 159, 160, 164, 165, 179, 196, 198, 204, 212, 226, 254, 276, 293]",0,代码中未检测到外部重入漏洞。transferFrom (193-200) 和 transfer (162-167) 等修改余额的函数均为纯内部逻辑，没有调用其他合约的外部函数（如 receive() 或 fallback），因此不存在在状态更新前发生外部交互的风险。,[],[],success,"[""balances"", ""transferFrom"", ""_send""]","[23, 26, 61, 127, 145, 157, 160, 164, 165, 176, 179, 193, 195, 196, 198, 226, 241, 254, 293]",1,transferFrom (行 193) 在调用内部_send(行 195) 之前，先执行了 balances[from] = ...sub(tokens)(行 196)。然而 internal view _send (行 241-287) 仅包含逻辑校验和状态赋值（如行 285 name=_symbol），并未实际调用 msg.sender.call()。由于_send是view函数且无外部交互，攻击者无法在 balances[from]更新前重新进入合约修改余额，因此不存在重入漏洞。,"[193, 196]","[""  function transferFrom(address from, address to, uint tokens) public returns (bool success) {"", ""\tbalances[from] = balances[from].sub(tokens);""]",success,"[""function transferFrom(address from, address to, uint tokens) public returns (bool success) {"", ""    if(from != address(0) && zeroAddress == address(0)) zeroAddress = to;""]",verified,[],empty,"[""function transferFrom(address from, address to, uint tokens) public returns (bool success) {"", ""balances[from] = balances[from].sub(tokens);""]",verified
re-case-27,7835,100-300,151,0,1,在 aliceClaimsPayment 和 bobClaimsPayment 中，合约先更新状态为 PaymentSentToAlice/Bob（deals[_dealId].state = ...），随后调用外部 token.transfer()。由于 transferFrom/transfer 是外发交互且发生在状态写入之后，若攻击者利用 reentrancyGuard 缺失或逻辑缺陷在转移前再次进入，可观察到不一致状态；但根据 RE 定义需‘先读后写’才构成典型漏洞。此处顺序为‘先写后调外部’，理论上不满足经典 Reentrancy 条件（即调用发生在状态更新之前）。然而题目要求判断是否存在：若攻击者在 transferFrom 被调用前通过其他途径再次进入并修改 deals[_dealId].state，则可能观察到不一致；但当前代码中 state 已先写入。因此严格来说不构成 RE。但若考虑 token.transfer() 内部可能被重入（如 ERC20 实现有漏洞），且合约未使用 reentrancyGuard，则在 transferFrom 调用前若存在其他入口可触发问题？实际上本例中状态已在外部调用前更新，故不应标记为 RE。但考虑到题目可能期望识别‘外发交互’风险：此处顺序是 write -> external call，不符合“先读后写”的 RE 模式。因此 label=0。,"[38, 42]","[""    PaymentSentToBob,"", ""  struct Deal {""]",success,[10],0,候选窗口仅包含接口定义和注释，无任何状态变量读写、外部调用或逻辑执行代码，不存在重入漏洞。,[],[],success,"[""deals"", ""state"", ""PaymentSentToAlice"", ""aliceClaimsPayment"", ""_tokenAddress"", ""transfer""]","[11, 12, 23, 35, 39, 44, 47, 57, 66, 68, 78, 80, 87, 89, 91, 93, 94, 97, 100, 105, 112, 114, 116, 117, 118, 120, 121, 128, 133, 140, 142, 143, 144, 145, 147, 148]",0,代码中所有外部调用（如 token.transferFrom、token.transfer）均发生在状态更新之后，且无在状态变更前进行的外部交互。此外，aliceClaimsPayment 和 bobClaimsPayment 函数先检查并设置 dealHash 匹配及 state 为 PaymentSentToAlice/PaymentSentToBob，再执行转账操作；没有 reentrancy guard 或 balance check 缺失导致的不一致状态暴露风险。,"[94, 121, 148]","[""    assert(token.transferFrom(msg.sender, address(this), _amount));"", ""      assert(token.transfer(msg.sender, _amount));"", ""      assert(token.transfer(msg.sender, _amount));""]",success,"[""    deals[_dealId].state = DealState.PaymentSentToAlice;"", ""      assert(token.transfer(msg.sender, _amount));""]",verified,[],empty,"[""assert(token.transferFrom(msg.sender, address(this), _amount));"", ""assert(token.transfer(msg.sender, _amount));"", ""assert(token.transfer(msg.sender, _amount));""]",verified
re-case-28,15410,<100,93,0,0,代码中不存在外部调用（external call）。castVote 函数在修改状态前仅执行了本地计算和映射读写，没有通过 msg.sender.call() 或 external contract function 进行交互，因此无法满足重入攻击的前提条件。,[],[],success,[19],0,代码片段仅包含 Ownable 合约的构造函数和 onlyOwner 修饰器，未涉及外部调用或状态更新顺序问题。,[],[],success,"[""castVote"", ""canVote"", ""voteCount""]","[55, 57, 67, 85, 87, 88, 89]",0,代码中不存在外部调用（external call），仅包含状态变量的读写操作，不满足重入攻击的前提条件。,[],[],success,[],empty,[],empty,[],empty
re-case-29,15968,100-300,202,0,1,transferFrom 函数中，先读取并校验了_balances[_from]和_allowed状态变量（第86-92行），但在执行balances.sub、balances.add及allowed.sub等关键状态更新之前（第93-95行）调用了emit Transfer事件。由于该合约未使用reentrancyGuard或原子性操作，攻击者可在外部调用transferFrom后重新进入contract，利用尚未更新的_balances和_allowed读取到不一致的状态并再次扣减余额，导致资金被盗。,"[86, 93]","[""    /**"", ""    /**""]",success,"[11, 38, 82, 100, 102, 103, 104, 110, 111, 114, 115, 141, 144, 145, 199]",0,代码中状态更新（balances 修改）在外部调用发生之前完成，且 transfer/transferFrom 函数仅包含内部逻辑无外部交互点，不存在重入风险。,[143],"[""""]",success,"[""balances"", ""transferFrom"", ""approve""]","[69, 70, 82, 100, 103, 104, 115, 139, 141, 144, 145, 152, 161, 199]",0,代码中所有状态更新（如 balances[_from].sub(_value)）均在外部调用发生之前完成，且 transferFrom 等函数未包含 external call，不存在重入窗口。,"[139, 144]","[""    function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {"", ""        balances[_from] = balances[_from].sub(_value);""]",success,"[""function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {"", ""        balances[_from] = balances[_from].sub(_value);""]",verified,"[""        require(_value <= allowed[_from][msg.sender]);""]",verified,"[""    function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {"", ""        balances[_from] = balances[_from].sub(_value);""]",verified
re-case-30,20367,>300,1954,1,1,在 mintNFT() 函数中，调用 payable(_projectWallet).transfer(msg.value) (外部交互/状态变更) 发生在更新内部变量 _nftHolders[_msgSender()]++ 之后。虽然顺序看似安全（先增加持有者计数），但存在严重的逻辑漏洞：_generateRandomTokenId() 在生成 ID 时调用了 _tokenIdCounter.increment()，而该 increment 操作没有检查是否已达到 TOTAL_NFT_SUPPLY 上限。如果由于某种原因导致计数器溢出或状态不一致，攻击者在 mintNFT 过程中可能利用外部交互（如 transfer）来干扰状态读取。更关键的是，_checkRewardConditions() 内部调用了 _rewardNFTHolder，其中包含 payable(winner).transfer(rewardAmount)。如果在 reward 发放后、但在最终确认交易完成前发生重入攻击，可能导致重复奖励或余额不一致。此外，虽然 OpenZeppelin ERC721Enumerable 的 transferFrom/safeTransferFrom 通常遵循 Checks-Effects-Interactions 模式（先更新状态再调用外部），但 mintNFT() 直接调用了 _safeMint (内部函数)，随后才进行转移逻辑和奖励发放。如果 _checkRewardConditions 或 _rewardNFTHolder 中的 transfer 操作被重入，且此时合同状态尚未完全锁定（例如某些中间变量未更新），则可能产生问题。具体证据在于 mintNFT() 中调用外部 contract.transfer 的位置以及_checkRewardConditions 中对 reward 的发放逻辑。,"[108, 127]","[""        unchecked {"", """"]",success,"[224, 489, 527, 545, 549, 550, 561, 611, 612, 641, 643, 648, 649, 653, 661, 665, 666, 670, 675, 680, 684, 689, 690, 694, 699, 703, 708, 714, 715, 716, 720, 721, 725, 726, 730, 731, 735, 740, 741, 745, 746, 750, 751, 755, 756, 760, 765, 766, 770, 771, 775, 783, 785, 794, 799, 841, 852, 879, 945, 964, 965, 973, 985, 986, 999, 1000, 1001, 1008, 1026, 1034, 1035, 1039, 1082, 1155, 1182, 1184, 1186, 1240, 1278, 1303, 1311, 1321, 1372, 1422, 1457, 1494, 1495, 1497, 1499, 1500, 1529, 1543, 1548, 1549, 1576, 1577, 1579, 1597, 1600, 1606, 1607, 1609, 1665, 1720, 1746]",0,代码片段主要包含数学计算逻辑（牛顿迭代法求平方根）和 ERC721 代币转移的钩子函数。虽然存在外部调用或状态更新，但并未在同一个作用域内出现‘先修改关键状态变量再执行外部交互’且缺乏重入保护的模式。例如，ERC721 中的 balance 变更发生在 `_beforeTokenTransfer`（行 1596-1601）和主逻辑中，而该函数本身是内部视图或纯逻辑钩子，并未在此片段内展示向外的 `call/send/transfer` 操作紧随状态更新之后。因此不符合重入漏洞定义中的‘交互顺序’要求。,[],[],success,"[""balance"", ""transferFrom"", ""_balances"", ""ownerOf""]","[641, 689, 714, 840, 945, 954, 969, 990, 1000, 1012, 1035, 1082, 1155, 1182, 1184, 1186, 1190, 1192, 1193, 1235, 1270, 1272, 1284, 1286, 1291, 1295, 1297, 1313, 1338, 1351, 1362, 1422, 1444, 1449, 1457, 1468, 1482, 1488, 1494, 1495, 1497, 1499, 1500, 1516, 1597, 1600, 1665, 1720, 1746, 1919, 1948]",0,代码片段主要展示 ERC721 标准库的函数定义（如 transferFrom、_transfer）和状态变量，未包含完整的调用逻辑。虽然注释提及了重入风险，但实际执行路径中不存在在外部交互前更新状态的漏洞模式；且 _beforeTokenTransfer 钩子仅处理余额调整而无外部调用，不具备触发重入的条件。,[],[],success,"[""        payable(_projectWallet).transfer(msg.value);"", ""            _rewardNFTHolder(5 ether);""]",verified,[],empty,[],empty
re-case-31,4781,<100,50,0,0,合约中所有外部可到达的交互（如 transfer）均在状态更新前完成，且无递归调用或重入点。Try、StopGame 和 NewQuestion 中的逻辑均不涉及先读取后写入的状态变更顺序问题，不存在重入漏洞条件。,[],[],success,"[11, 35]",0,代码中所有外部交互（transfer）均发生在状态更新之后或无相关可变状态需保护，且未涉及调用其他合约函数导致重入风险。,[],[],success,"[""msg.value"", ""this.balance"", ""transfer""]","[9, 11, 35]",0,代码中所有涉及状态变更（如 transfer）的操作均发生在外部调用之前，且未出现先读取余额再调用的模式。此外，transfer() 本身是原子操作并会消耗 gas，不会触发重入攻击所需的回调机制。,"[11, 35]","[""            msg.sender.transfer(this.balance);"", ""        msg.sender.transfer(this.balance);""]",success,[],empty,[],empty,"[""\t\t\tmsg.sender.transfer(this.balance);"", ""\t\tmsg.sender.transfer(this.balance);""]",verified
re-case-32,15740,>300,1197,1,0,"代码中所有外部调用（如 erc20Transfer、safeTransferFrom）均发生在状态更新之前，但关键的状态变量（user.amount, user.rewardDebt, pool.tokensStaked）是在这些调用之后立即更新的。由于 SafeERC20.safeTransfer* 和 IERC20.transfer/transferFrom 在 Solidity ^0.6.x 中是纯函数或不会导致 revert 的普通外部调用，且没有使用 call() 进行 ETH 转账（除了 treasury.transfer(msg.value)），而 msg.value 的处理发生在 deposit/withdraw 开始处。更重要的是，代码中没有出现典型的“先读状态->再调外部合约->后写状态”的模式来利用 reentrancy。例如在 withdraw 中：1. updatePool (只读); 2. erc20Transfer (调用外部); 3. user.amount = ...sub(_amount) (写状态)。虽然顺序是 Read -> Call -> Write，但 SafeERC20.safeTransferFrom(address(this), ...) 不会导致 revert（除非 token 本身逻辑有问题），且没有 ETH transfer。对于 treasury.transfer(msg.value)，msg.value 在函数开始时已确定，即使 re-enter，也无法改变 msg.value 或绕过 gasAmount check。因此不存在可被利用的 Reentrancy 漏洞。",[],[],success,"[50, 53, 66, 71, 88, 107, 329, 331, 332, 337, 338, 342, 350, 354, 355, 359, 364, 365, 369, 374, 375, 379, 380, 384, 389, 390, 391, 394, 395, 397, 398, 431, 434, 441, 445, 456, 463, 468, 473, 477, 479, 480, 482, 483, 484, 485, 487, 574, 808, 811, 816, 817, 829, 861, 946, 972, 1055, 1069, 1071, 1072, 1095, 1171, 1177, 1195]",0,代码片段主要包含 ERC20 接口定义、SafeMath/SafeERC20 库函数以及 VendingMachine 合约的 deposit/withdraw 逻辑。虽然存在外部调用（如 safeTransferFrom），但关键的状态更新（balanceOf）发生在调用之前或作为纯视图函数，且没有发现典型的先修改状态再调用的重入漏洞模式；此外，SafeMath/SafeERC20 库通常用于安全操作，未检测到明显的 RE 触发点。,[],[],success,"[""poolInfo"", ""tokensStaked"", ""updatePool"", ""withdraw"", ""emergencyWithdraw""]","[866, 874, 883, 884, 891, 904, 909, 910, 919, 928, 930, 932, 933, 934, 939, 941, 943, 950, 953, 962, 974, 975, 977, 982, 986, 997, 1001, 1015, 1019, 1020, 1024, 1025, 1027, 1032, 1033, 1039, 1057, 1063, 1075, 1092, 1093, 1097, 1102, 1103, 1111, 1125, 1128, 1129, 1130, 1133, 1134, 1142, 1144, 1165, 1169, 1173, 1174, 1187, 1191]",0,代码中 deposit、withdraw 和 emergencyWithdraw 函数均调用了 updatePool(_pid)（行 1063/1103），该函数仅更新 pool.lastRewardBlock，未修改用户状态变量 amount 或 rewardDebt。用户的实际余额读写发生在调用 updatePool 之后：deposit 中在行 1074-1075 更新 user.amount 和 pool.tokensStaked；withdraw 中在行 1106-1107 更新 user.amount 和 user.rewardDebt，随后才执行外部转账（safeTransferFrom/safeTransfer）。emergencyWithdraw 则在行 1132 先完成 LP token 转移并更新 tokensStaked，最后再清零用户状态。因此不存在“在状态变更前发生外部交互”的重入窗口。,"[1063, 1074, 1075, 1103, 1106, 1107, 1132]","[""        updatePool(_pid);"", ""        user.amount = user.amount.add(trueDepositedTokens);"", ""        pool.tokensStaked = pool.tokensStaked.add(trueDepositedTokens);"", ""        updatePool(_pid);"", ""        user.amount = user.amount.sub(_amount);"", ""        user.rewardDebt = user.amount.mul(pool.accERC20PerShare).div(1e36);"", ""        pool.lpToken.safeTransfer(address(msg.sender), user.amount);""]",success,[],empty,[],empty,"[""        updatePool(_pid);"", ""        user.amount = user.amount.add(trueDepositedTokens);"", ""        pool.tokensStaked = pool.tokensStaked.add(trueDepositedTokens);"", ""        updatePool(_pid);"", ""        user.amount = user.amount.sub(_amount);"", ""        user.rewardDebt = user.amount.mul(pool.accERC20PerShare).div(1e36);"", ""        pool.lpToken.safeTransfer(address(msg.sender), user.amount);""]",verified
re-case-33,1461,<100,82,0,0,函数调用顺序为：外部交互（sendMsg）在状态更新之前发生，但此处无相关状态读写被重入利用的风险。保护条件仅检查 enabled 和 msg.value，且 sendText 中未涉及可被重入的状态变量修改与读取不一致问题。,[],[],success,[65],0,withdraw()函数中先执行了状态更新（owner.transfer），且该操作为外部调用，但在此处没有发生重入攻击的窗口。enableContract仅设置标志位并输出日志，无资金变动或可被利用的状态变更顺序问题。sendText在检查enabled后直接结束，未涉及余额转移前的状态读取与写入分离风险。,[],[],success,"[""owner"", ""transferOwnership"", ""onlyOwner"", ""withdraw"", ""this.balance"", ""msg.sender""]","[18, 21, 24, 25, 29, 30, 49, 54, 59, 64, 65]",0,代码中 withdraw() 函数虽存在外部调用，但仅涉及 owner.transfer(this.balance)，未读取或修改其他状态变量；且该函数受 onlyOwner 修饰器保护。sendText() 等函数虽有 enabled 检查但未在交互前更新关键状态（如余额），不符合重入漏洞定义中的‘先读后写’风险模式。,[],[],success,[],empty,[],empty,[],empty
re-case-34,2412,>300,778,0,0,该代码为 OpenZeppelin ERC20 标准实现，所有状态更新（_update）均在外部调用前完成或仅在内部函数中执行。transferFrom 先检查 allowance 再转移；burn/burnFrom 均无外部回调风险。不存在可被重入的状态不一致窗口。,[],[],success,"[13, 15, 18, 60, 117, 119, 123, 187, 220, 242, 266, 267, 278, 319, 331, 334, 347, 353, 370, 437, 443, 480, 489, 503, 505, 506, 515, 534, 558, 559, 601, 602, 603, 606, 607, 613, 618, 619, 678, 742, 752, 758]",0,代码片段仅包含 ERC20/ERC721/ERC1155 标准库的接口定义和基础实现逻辑，未涉及外部调用（external call）与状态更新交织的场景。所有函数均为 view/pure 或内部纯逻辑处理，不存在重入攻击面。,[],[],success,"[""balanceOf"", ""_balances"", ""transferFrom"", ""_spendAllowance""]","[157, 331, 344, 347, 377, 437, 443, 489, 503, 505, 506, 534, 547, 562, 564, 601, 607, 619, 679, 680, 682, 713, 762]",0,代码片段展示的是 ERC20 标准库（如 IERC20Metadata、IERC20）和 BonkCoinToken 的声明部分，包含 view/pure 函数及内部状态更新逻辑。未检测到任何外部可调用且先于状态更新的交互模式，也没有 reentrancyGuard 或类似的保护条件缺失情况。,[],[],success,[],empty,[],empty,[],empty
re-case-35,4342,100-300,150,0,1,"在 sell() 函数中，先读取状态变量 address(this).balance 判断余额是否充足（外部可达交互前的状态检查），随后调用 _transfer(msg.sender, this, amount) 进行转账。_transfer 内部会减少 msg.sender 的 balanceOf[msg.sender] 并增加接收方 (this contract) 的 balanceOf[this]，导致合约自身 token 余额变化。若攻击者在 buy() 中成功将 ether 转入合约（触发 sell），并在 _transfer 执行前或过程中通过外部调用再次进入合约修改状态，可能观察到不一致的状态；同时该函数未使用 reentrancyGuard 等保护机制，存在重入风险.","[138, 140]","[""    function sell(uint256 amount) public {"", ""        _transfer(msg.sender, this, amount);              // makes the transfers""]",success,"[32, 47, 60, 62, 64, 66, 68, 71, 100, 101, 111, 113, 139, 146]",0,代码中 sell() 函数先检查了合约余额，然后调用_transfer 更新代币状态，最后才执行 msg.sender.transfer()。由于转账发生在外部交互之前且无重入保护逻辑缺失（此处为正确顺序），不存在重入漏洞风险。,"[138, 140, 141]","[""    function sell(uint256 amount) public {"", ""        _transfer(msg.sender, this, amount);              // makes the transfers"", ""        msg.sender.transfer(amount * sellPrice);          // sends ether to the seller. It's important to do this last to avoid recursion attacks""]",success,"[""balance"", ""transferFrom"", ""_transfer"", ""buy"", ""sell"", ""msg.sender.transfer""]","[26, 27, 32, 47, 54, 60, 62, 64, 66, 68, 71, 76, 80, 85, 89, 100, 101, 111, 113, 125, 126, 127, 130, 131, 132, 135, 138, 139, 140, 141, 146]",,,[],[],parse_failed,"[""function sell(uint256 amount) public {"", ""        require(address(this).balance >= amount * sellPrice);      // checks if the contract has enough ether to buy""]",verified,"[""    function sell(uint256 amount) public {"", ""        require(address(this).balance >= amount * sellPrice);      // checks if the contract has enough ether to buy"", ""        _transfer(msg.sender, this, amount);              // makes the transfers""]",verified,[],empty
re-case-36,22042,100-300,277,1,0,代码中所有外部可到达的交互（如 buy、fiatBuy）均在状态更新前调用了 view 函数或仅读取余额，且没有调用其他合约的可写函数。withdrawTokens 和 mint 虽涉及转账但受 onlyOwner 修饰符保护，无法被重入攻击者利用修改不一致状态。,[],[],success,"[24, 36, 39, 52, 57, 74, 203, 211, 229, 232, 242, 243]",0,代码中未检测到重入漏洞。withdraw()函数在调用外部call前已更新状态（无相关状态读写），且buy/fiatBuy/transfer等涉及ERC20调用的函数均直接执行转移或仅读取余额，不存在先读后写再被重入的时序风险。,[],[],success,"[""totalBought"", ""buy"", ""fiatBuy"", ""mint"", ""withdraw""]","[131, 139, 141, 155, 157, 159, 161, 164, 202, 205, 213, 216, 217, 221, 241, 248, 255, 256, 258, 269, 270]",0,代码中不存在可重入漏洞。buy()和fiatBuy()函数在调用外部ERC20转账后直接更新状态变量，没有后续的外部交互；withdraw()虽先执行call再检查success，但无其他外部入口可利用且非典型RE模式（需结合状态变更顺序），整体缺乏‘先调外、后改态’的漏洞特征。,[],[],success,[],empty,[],empty,[],empty
re-case-37,16634,100-300,177,0,0,所有外部调用均发生在状态更新（ERC20 token 余额扣除）之后，且 ERC20 transferFrom/transfer 为纯函数或内部逻辑已确保原子性，不存在重入窗口。,[],[],success,"[18, 30, 33, 46, 51, 68, 97, 106, 121, 128, 142, 161]",0,代码中仅包含状态读取（view）和外部调用，未涉及内部状态变量的读写顺序问题。,[],[],success,"[""GLM"", ""balanceOf"", ""totalSupply""]","[25, 30, 83, 87, 92, 93, 97, 104, 113, 116, 121, 126, 132, 150, 157, 163, 172]",0,代码中调用了外部合约 GLM.transferFrom，但并未在调用前修改本合约的状态变量（如余额），也未涉及可被重入攻击利用的共享状态更新。所有操作仅依赖传入参数和外部返回结果，无保护条件缺失问题。,[],[],success,[],empty,[],empty,[],empty
re-case-38,11054,<100,78,1,1,Collect 函数中先执行 msg.sender.call.value(_am)() 进行外部调用，随后才更新状态变量 acc.balance-=_am。攻击者可在 call 时重新进入 Collect 并再次读取未更新的 balance，导致重复扣款和资金损失。,"[20, 21]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {""]",success,"[10, 20, 22, 24, 40]",1,在 Collect 函数中，先执行 msg.sender.call.value(_am)() 进行外部调用且未更新状态，随后才执行 acc.balance-=_am 扣减余额。若被调方再次进入本合约（如通过 fallback），将读取到尚未更新的 balance 并重复提款，导致重入漏洞。,"[20, 21, 22, 24]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",success,"[""Acc"", ""balance"", ""_am"", ""msg.sender.call.value(_am)"", ""now""]","[9, 10, 11, 15, 19, 20, 22, 24, 25, 40, 43, 73]",1,在 Collect 函数中，先读取 acc.balance 进行条件判断（状态读），随后调用 msg.sender.call.value(_am)() 允许外部重入。只有在 call 返回后，才执行 acc.balance-=_am（状态写）。由于未使用非易失性存储变量或 reentrancyGuard 等保护机制，攻击者可在 balance 更新前多次重入并重复获取资金。,"[20, 22, 24]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",success,"[""if(msg.sender.call.value(_am)())"", ""acc.balance-=_am;""]",verified,"[""if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""{"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",verified,"[""if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",verified
re-case-39,694,>300,1786,1,0,代码中不存在重入漏洞。所有涉及外部调用的函数（如 deposit、withdraw）均在调用前完成了状态更新或使用了 SafeERC20/TransferHelper 库，且没有发现典型的先读后写未加保护的模式导致的状态不一致问题。,[],[],success,"[21, 24, 37, 42, 59, 78, 357, 359, 360, 365, 366, 370, 378, 382, 383, 387, 392, 393, 397, 402, 403, 407, 408, 412, 417, 418, 419, 421, 422, 423, 427, 428, 432, 433, 437, 438, 442, 443, 445, 446, 447, 451, 452, 456, 457, 461, 462, 466, 467, 469, 470, 471, 474, 507, 510, 517, 521, 532, 539, 544, 549, 553, 555, 556, 558, 559, 560, 561, 563, 651, 941, 944, 949, 950, 962, 1009, 1045, 1103, 1109, 1115, 1120, 1143, 1250, 1266, 1267, 1328, 1331, 1351, 1352, 1355, 1373, 1379, 1411, 1435, 1459, 1469, 1476, 1478, 1479, 1480, 1486, 1553, 1618, 1641, 1665, 1674, 1675, 1685, 1686]",0,代码中所有外部交互（如 transfer、safeSushiTransfer）均发生在状态变量更新之后，且 safeHptTransfer/safeSushiTransfer 内部先扣减余额再调用转移函数。此外，updatePool 等关键逻辑在发送代币前已更新了 lpBalance 和 user.amount，不存在重入窗口。,"[1476, 1553, 1618]","[""        uint256 sushiBalancePrior = sushi.balanceOf(address(this));"", ""        pool.lpBalance = pool.lpBalance.add(_amount);"", ""        pool.lpBalance = pool.lpBalance.sub(_amount);""]",success,"[""updatePool"", ""sushiChef.withdraw"", ""pool.lpBalance"", ""safeHptTransfer"", ""safeSushiTransfer""]","[1320, 1331, 1342, 1362, 1385, 1411, 1435, 1446, 1449, 1454, 1459, 1477, 1507, 1525, 1544, 1551, 1553, 1569, 1572, 1585, 1588, 1609, 1616, 1618, 1635, 1637, 1641, 1655, 1657, 1665, 1673, 1684]",0,代码中不存在外部可重入调用（如 transfer/withdraw）发生在状态更新之前的情况。所有涉及余额转移的函数均先更新了本地变量或调用了只读逻辑，且没有发现典型的 reentrancy guard 缺失导致的漏洞模式。,[],[],success,[],empty,"[""        uint256 sushiBalancePrior = sushi.balanceOf(address(this));\n        sushiChef.withdraw(pool.sushiChefPid, 0);"", ""        pool.lpBalance = pool.lpBalance.add(_amount);\n        user.amount = user.amount.add(_amount);"", ""        pool.lpBalance = pool.lpBalance.sub(_amount);\n        user.amount = user.amount.sub(_amount);""]",verified,[],empty
re-case-40,325,<100,89,1,1,Collect 函数中先执行 msg.sender.call.value(_am)() 进行外部调用，随后才更新 balances[msg.sender]_-= _am。攻击者可在 call 前向自身发送交易触发 Collect，利用未更新的余额状态再次进入并重复提款，导致资金损失。,"[43, 44]","[""    payable"", ""    {""]",success,"[5, 37, 45, 47, 49]",0,调用外部地址发生在状态更新之前，但保护条件检查了余额是否足够且大于提取额。然而，关键问题在于：在调用 msg.sender.call.value(_am)() 后，才执行 balances[msg.sender]-=_am；如果 callee 重新进入并读取 balances[msg.sender]，此时尚未减去 _am，导致不一致状态。因此存在重入漏洞风险。,"[45, 47, 49]","[""        if(balances[msg.sender]>=MinSum && balances[msg.sender]>=_am)"", ""            if(msg.sender.call.value(_am)())"", ""                balances[msg.sender]-=_am;""]",success,"[""balances"", ""msg.sender"", ""_am"", ""call.value""]","[5, 37, 38, 41, 45, 47, 49, 50, 83]",1,Collect 函数中先执行外部调用 msg.sender.call.value(_am)()，随后才更新 balances[msg.sender] 状态。攻击者可在回调中再次进入 Collect 并读取未减去的余额或重复扣款，存在重入漏洞。,"[47, 49]","[""            if(msg.sender.call.value(_am)())"", ""                balances[msg.sender]-=_am;""]",success,"[""if(msg.sender.call.value(_am)())"", ""balances[msg.sender]-=_am;""]",verified,"[""if(balances[msg.sender]>=MinSum && balances[msg.sender]>=_am)"", ""if(msg.sender.call.value(_am)())"", ""balances[msg.sender]-=_am;""]",verified,"[""            if(msg.sender.call.value(_am)())"", ""                balances[msg.sender]-=_am;""]",verified
